Finished,Q_RecaptchaScore,Participate,Age,Country of Residence,Level of Education,Living Area,Occupation,General Awareness,Seriousness of City Water Quality,Awareness of city Management,Ppl with no Drinking Water 2023,Causes of Poor Water Quality,Agriculture,Global Warming,Industrial Waste,Marine Dumping of Garbage,Oil Leaks and Spills,Sewage and Wastewater,Attention given to Water on the News,Source of Awareness,Know of Urban Aquatic Ecosystem,Interest in Water Quality Management,Participated in Water Conservation Actitivites,Interest in Learning More,Interest in Learning more about City,What would you want to learn about,Likelihood in using digital platform,Features of Platform,Interested in Contributing to Platform,Interest in joining Community,Motivations to engage with environmental causes,Unanswered Percentage
True,0.8999999761581421,Yes,45 - 54,Poland,Master’s degree or higher,Suburban,Tourism and Hospitality,Somewhat knowledgeable,Not very serious,"Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,3.0,4.0,6.0,5.0,1.0,Somewhat,"Social media,News websites,TV/radio",No,7.0,No,Yes,"Yes, definitely","Quality of water in the city (deferent parts of the city), how the sewage system influences water quality, is the quality of water in the Vistula improving over time?",8.0,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Personalized content (AI-agent),Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",No,Maybe,"Health and Safety,Local impact,Personal interest/hobby",0.0384615384615384
True,0.8999999761581421,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,ICT,Neutral,"Yes, very serious","Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3.0,4.0,2.0,6.0,5.0,1.0,Somewhat,"Social media,Word of mouth",No,5.0,No,Yes,"Yes, definitely",,6.0,"Interactive maps,Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally",Maybe,No,"Concern for future generations,Local impact,Global Climate Change,Personal interest/hobby",0.0769230769230769
True,0.8999999761581421,Yes,45 - 54,Netherlands,Master’s degree or higher,Urban,Education,Very knowledgeable,"Yes, very serious","Yes, I am very aware of the city’s water quality and management",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",4.0,3.0,1.0,6.0,2.0,5.0,Somewhat,"News websites,TV/radio,Educational platforms",Yes,7.0,Yes,No,"No, not interested",,2.0,"Interactive maps,Visualizations of up-to-date water quality data of your city",Maybe,No,"Concern for future generations,Health and Safety,Local impact",0.0769230769230769
True,0.800000011920929,Yes,45 - 54,Poland,Master’s degree or higher,Suburban,Finance and Commerce,Neutral,Neutral/ Unsure,"Yes, I am slightly aware.",800 million,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,3.0,5.0,6.0,4.0,1.0,Somewhat,"News websites,TV/radio",No,4.0,No,Yes,"Yes, definitely",Purification process,10.0,"Interactive maps,Educational information,Forums for public discussion,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Personalized content (AI-agent),Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Maybe,Maybe,Concern for future generations,0.0384615384615384
True,0.8999999761581421,Yes,18 - 24,Netherlands,Master’s degree or higher,Suburban,Archaeology ,Neutral,Not serious at all,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,4.0,2.0,5.0,6.0,3.0,Not at all,"Social media,TV/radio",No,7.0,No,Maybe,"Yes, definitely",Improving water quality globally ,5.0,"Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",No,No,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",0.0384615384615384
True,0.8999999761581421,Yes,18 - 24,Netherlands,Secondary education,Urban,Student,Not very knowledgeable,Not very serious,"Yes, I am slightly aware.",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,6.0,3.0,4.0,2.0,5.0,Somewhat,"Social media,News websites,Word of mouth",No,6.0,No,Maybe,"Yes, definitely",,5.0,"Interactive maps,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Personal interest/hobby,Community involvement",0.0769230769230769
True,0.8999999761581421,Yes,18 - 24,Poland,Bachelor’s degree,Urban,Science,Somewhat knowledgeable,Somewhat serious,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",5.0,6.0,3.0,4.0,1.0,2.0,Somewhat,"News websites,Word of mouth",No,7.0,Yes,Yes,"Yes, definitely",is bottled water (the one with minerals) actually better or is it comprable to potable tap water?,10.0,"Interactive maps,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Personalized content (AI-agent),Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Yes,Yes,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",0.0384615384615384
True,0.8999999761581421,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Student,Not very knowledgeable,Not very serious,"Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,1.0,3.0,6.0,4.0,5.0,Somewhat,"Social media,News websites,Word of mouth,Educational platforms",No,7.0,Yes,Yes,"Yes, definitely",,6.0,"Interactive maps,Educational information,Forums for public discussion,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Community involvement",0.0769230769230769
True,0.800000011920929,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Student,Not very knowledgeable,Not very serious,"No, I am aware of nothing related to water in my city.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,I am unsure.",1.0,5.0,4.0,2.0,6.0,3.0,Very little,"Social media,Word of mouth,Educational platforms",No,4.0,No,Maybe,"No, not interested",,6.0,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally",No,No,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",0.0769230769230769
True,0.8999999761581421,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,ICT,Neutral,"Yes, very serious","Yes, I am very aware of the city’s water quality and management",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.,I am unsure.",1.0,5.0,4.0,2.0,3.0,6.0,Very little,"Social media,Word of mouth,I don’t usually seek out this information",No,6.0,No,Yes,Maybe,,4.0,"Interactive maps,Forums for public discussion,Visualizations of up-to-date water quality data of your city,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Yes,No,"Concern for future generations,Local impact,Community involvement",0.0769230769230769
True,0.8999999761581421,Yes,25 - 34,Turkey,Bachelor’s degree,Urban,Education,Somewhat knowledgeable,"Yes, very serious","Yes, I am partially aware (of the state of the water quality and/or how it is managed)",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3.0,5.0,4.0,1.0,6.0,2.0,Somewhat,"Social media,TV/radio,Word of mouth,Educational platforms",No,,I don't remember,Yes,"Yes, definitely",,10.0,"Interactive maps,Educational information,Forums for public discussion,Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Yes,Yes,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Community involvement",0.1153846153846153
True,0.8999999761581421,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Student,Somewhat knowledgeable,"Yes, very serious","Yes, I am slightly aware.",3.6 billion,It can lead to waterborne disease such as cholera and dysentery.,2.0,6.0,3.0,5.0,1.0,4.0,Somewhat,"Social media,News websites,Word of mouth",No,4.0,Yes,Maybe,"Yes, definitely",,3.0,"Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Resources on initiatives you can implement yourself",Yes,Yes,"Concern for future generations,Health and Safety,Local impact",0.0769230769230769
True,1.0,Yes,45 - 54,Netherlands,Master’s degree or higher,Urban,Education,Not very knowledgeable,Not very serious,"No, I am aware of nothing related to water in my city.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,2.0,4.0,5.0,3.0,6.0,Very little,"Social media,News websites,TV/radio",No,1.0,No,No,"No, not interested",,1.0,,No,No,Concern for future generations,0.1153846153846153
True,1.0,Yes,18 - 24,Netherlands,Bachelor’s degree,Rural,Student,Not very knowledgeable,Neutral/ Unsure,"No, I am aware of nothing related to water in my city.",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",1.0,5.0,2.0,6.0,4.0,3.0,Somewhat,"News websites,TV/radio,Educational platforms",Yes,6.0,No,Maybe,"Yes, definitely",Everything,6.0,"Educational information,Visualisations of up-to-date water quality data globally,Resources on initiatives you can implement yourself",No,Yes,"Concern for future generations,Health and Safety,Local impact,Global Climate Change",0.0384615384615384
True,0.8999999761581421,Yes,18 - 24,Netherlands,Bachelor’s degree,Suburban,Finance and Commerce,Not very knowledgeable,Not very serious,"Yes, I am slightly aware.",4.4 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",4.0,5.0,3.0,2.0,6.0,1.0,Somewhat,"Social media,News websites,Word of mouth,Educational platforms",No,6.0,No,Maybe,Maybe,,7.0,"Interactive maps,Educational information,Visualizations of up-to-date water quality data of your city,Personalized content (AI-agent),Tools to report or monitor water issues locally",Maybe,Maybe,"Concern for future generations,Health and Safety,Local impact",0.0769230769230769
True,0.8999999761581421,Yes,45 - 54,Albania,Bachelor’s degree,Suburban,Agriculture,Not very knowledgeable,Not very serious,"Yes, I am slightly aware.",800 million,It can disrupt aquatic ecosystems and harm marine life.,1.0,2.0,3.0,4.0,5.0,6.0,A lot,I don’t usually seek out this information,No,5.0,No,Yes,Maybe,,6.0,Visualizations of up-to-date water quality data of your city,No,Maybe,Community involvement,0.0769230769230769
True,0.8999999761581421,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Student,Somewhat knowledgeable,Somewhat serious,"Yes, I am very aware of the city’s water quality and management",3.6 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3.0,1.0,2.0,6.0,4.0,5.0,Somewhat,"Social media,TV/radio,Educational platforms",Yes,4.0,Yes,Maybe,Maybe,,3.0,"Interactive maps,Educational information,Forums for public discussion,Visualizations of up-to-date water quality data of your city,Resources on initiatives you can implement yourself",Maybe,No,Global Climate Change,0.0769230769230769
True,1.0,Yes,18 - 24,Netherlands,Bachelor’s degree,Suburban,Student,Not very knowledgeable,Not very serious,"Yes, I am slightly aware.",1.5 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",2.0,4.0,3.0,6.0,5.0,1.0,Somewhat,"News websites,Educational platforms",No,6.0,I don't remember,Yes,"Yes, definitely",,6.0,"Educational information,Visualizations of up-to-date water quality data of your city,Resources on initiatives you can implement yourself",Maybe,Maybe,"Concern for future generations,Local impact,Global Climate Change,Community involvement",0.0769230769230769
True,0.8999999761581421,Yes,18 - 24,Netherlands,Bachelor’s degree,Urban,Tourism and Hospitality,Neutral,Neutral/ Unsure,"Yes, I am partially aware (of the state of the water quality and/or how it is managed)",1.5 billion,It can disrupt aquatic ecosystems and harm marine life.,3.0,6.0,2.0,5.0,4.0,1.0,Somewhat,Social media,Yes,5.0,No,Yes,"Yes, definitely",,4.0,"Visualizations of up-to-date water quality data of your city,Visualisations of up-to-date water quality data globally,Personalized content (AI-agent)",Maybe,No,"Concern for future generations,Health and Safety",0.0769230769230769
True,0.8999999761581421,Yes,18 - 24,Poland,Master’s degree or higher,Urban,Student,Neutral,Not very serious,"Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3.0,4.0,2.0,5.0,6.0,1.0,Somewhat,"Social media,TV/radio,Word of mouth",Yes,7.0,No,Yes,"Yes, definitely",Unsure,7.0,"Educational information,Visualisations of up-to-date water quality data globally,Resources on initiatives you can implement yourself",No,Maybe,"Concern for future generations,Health and Safety,Global Climate Change",0.0384615384615384
True,1.0,Yes,18 - 24,Poland,Bachelor’s degree,Urban,Student,Somewhat knowledgeable,Not very serious,"Yes, I am slightly aware.",2.2 billion,"It can lead to waterborne disease such as cholera and dysentery.,It can disrupt aquatic ecosystems and harm marine life.",3.0,1.0,4.0,6.0,2.0,5.0,Somewhat,"Social media,TV/radio,Word of mouth",No,9.0,Yes,Yes,"Yes, definitely","Testing methods , solutions for water pollution, filtering techniques",6.0,"Interactive maps,Educational information,Forums for public discussion,Personalized content (AI-agent),Tools to report or monitor water issues locally,Resources on initiatives you can implement yourself",Yes,Yes,"Concern for future generations,Health and Safety,Local impact,Global Climate Change,Personal interest/hobby,Community involvement",0.0384615384615384
